            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
 5718760258978008320  116.04965 -17.08099      55        52        40     4.701170  10.045  10.503   9.449    0.211    0.038    3.783    0.266  0.092  0.034     1.209  0.000      0.000   1.046     DCEP_1O  -999      -999
 2000453968145288832  336.70445  50.81569      40        38        37     4.703300  14.745  15.168  14.124    0.310    0.080    5.152    4.226  0.008  0.029     1.268  0.000      0.000   1.091        WVIR     N      -999
 4103813802261866496  280.34401 -13.84140      13        13        13     4.710750   9.721  10.297   9.026 -999.000 -999.000 -999.000 -999.000  0.608  0.059     1.247  0.000      0.000   0.797         ---  -999      NC:b
 6058398099468300416  186.90241 -59.92907      38        32        34     4.720090  16.490  17.369  15.537    0.431    0.196    4.717    2.580  0.251  0.054     1.363  0.000      0.000   0.939       OTHER  -999      -999
 5861196531541297664  187.06483 -65.04976      31        26        26     4.728380  14.519  15.341  13.579    0.392    0.234    4.343    2.898  0.071  0.026     1.339  0.000      0.000   1.059      DCEP_F     N      -999
 1998384927774603520  359.11116  58.02686      39        36        34     4.734810  11.713  12.596  10.795    0.342    0.107    4.620    3.208  0.250  0.030     1.328  0.000      0.000   0.973      DCEP_F  -999      -999
 2933016781147478272  103.24931 -20.08792      37        31        33     4.735050  17.065  17.979  16.099    0.240 -999.000    5.226 -999.000  0.360  0.097     1.370  0.150      0.703   1.038       OTHER  -999      -999
 1965135696153566336  319.08500  38.92738      37        36        37     4.740350   9.508   9.953   8.927    0.162 -999.000    3.856 -999.000  0.226  0.026     1.209  0.000      0.000   0.986     DCEP_1O  -999      -999
 3649616200277301248  219.67969  -2.10219      16        14        14     4.744650  15.500  16.401  14.608    0.353 -999.000    6.023 -999.000  0.042  0.048     1.328  0.084      0.587   1.142       OTHER  -999      -999
 5396497631422915584  167.51144 -39.43804      41        39        39     4.750630  15.131  15.867  14.306    0.364    0.206    4.932    2.858  0.510  0.033     1.296  0.000      0.000   1.072       OTHER  -999      -999
 5242088403212116864  163.61189 -61.34710      33        32        30     4.759840  11.538  12.317  10.690    0.337    0.128    4.496    2.757  0.156  0.026     1.308  0.000      0.000   1.027      DCEP_F  -999      -999
 5533407170051636608  122.95171 -42.05164      28        26        28     4.764410  14.788  15.901  13.770    0.487    0.262    4.609    3.022  0.024  0.022     1.406  0.051      0.431   0.992      DCEP_F     N      -999
 6663989072278605184  292.27780 -44.70925      27        26        21     4.778490  16.133  16.733  15.400    0.316 -999.000    3.915 -999.000  0.311  0.072     1.248  0.000      0.000   0.982       OTHER  -999      -999
 5541229748611783296  123.70107 -37.65190      33        29        29     4.780700  13.804  14.823  12.795    0.371    0.147    4.696    3.066  0.053  0.017     1.380  0.000      0.000   1.002      DCEP_F  -999      -999
 6058408540492668800  187.52057 -59.69270      45        40        41     4.784760  17.832  18.812  16.812    0.228 -999.000    4.299 -999.000  0.201  0.101     1.404  0.000      0.000   0.968       OTHER  -999      -999
 3051692843568009600  106.78562  -7.79513      20        18        18     4.496590  12.540  13.268  11.696    0.412    0.411    0.958    3.140  0.128  0.045     1.279  0.000      0.000   1.031      DCEP_F  -999         a
 2011303326105008768  353.74839  59.35815      34        31        28     4.789480  12.143  13.256  11.078    0.351    0.126    4.474    2.677  0.172  0.028     1.423  0.000      0.000   0.990      DCEP_F  -999      -999
 3099066951319051008  102.70284  -7.98073      34        31        32     4.809710  12.566  13.256  11.772    0.298    0.277    4.697    3.398  0.142  0.033     1.274  0.000      0.000   1.203      DCEP_F  -999      -999
 1594368040111330304  230.76260  48.92923      27        26        26     4.821170  14.267  14.852  13.534 -999.000 -999.000 -999.000 -999.000  0.767  0.018     1.270  0.000      0.000   0.983       OTHER  -999      -999
 4077746232628589568  277.60796 -23.73173      17        15        14     4.823660  12.441  13.111  11.585    0.427 -999.000    6.966 -999.000  0.060  0.050     1.368  0.000      0.000   1.017        WVIR  -999      -999
 5864184488751391744  203.61003 -64.37098      40        36        35     4.824830  14.706  15.559  13.747    0.570 -999.000    4.171 -999.000  0.013  0.031     1.377  0.000      0.000   1.053      DCEP_F  -999      -999
 5329338700985814656  130.05832 -47.55156      28        26        24     4.827510  13.238  14.149  12.276    0.405    0.166    4.566    3.096  0.124  0.018     1.341  0.100      2.643   1.197      DCEP_F  -999       f,g
 3345254098763568768   92.59262  14.64450      19        18        16     4.837340   9.527  10.175   8.792    0.128 -999.000    3.904 -999.000  0.271  0.035     1.253  0.000      0.000   0.886     DCEP_1O  -999      -999
 4521180822614788480  286.70244  23.00891      51        45        47     4.840250  13.669  14.396  12.830    0.159    0.082    4.829    2.985  0.138  0.020     1.293  0.000      0.000   1.058        WVIR  -999      -999
 2928116120387181824  108.72647 -22.23586      58        57        54     4.844780  12.806  13.535  11.967    0.450    0.204    4.557    2.933  0.023  0.032     1.289  0.000      0.000   0.820      DCEP_F  -999      -999
 5711201189563596416  119.24042 -22.82542      31        29        31     4.861030   8.459   8.921   7.861    0.115    0.060    3.923    2.226  0.351  0.043     1.217  0.000      0.000   0.888     DCEP_1O  -999      -999
 5306782361701536128  140.15436 -56.85401      39        38        37     4.862190  13.915  14.598  13.105    0.378    0.118    4.699    3.113  0.021  0.018     1.281  0.000      0.000   1.042      DCEP_F  -999      -999
 1960750328384177408  327.92260  43.13402      43        40        39     4.864380   8.668   9.185   8.028    0.373    0.146    4.470    2.593  0.435  0.028     1.265  0.000      0.000   0.978      DCEP_F  -999      -999
 4542463725578724352  262.93843  13.54902      56        50        51     4.866860  15.746  16.451  14.887    0.088 -999.000    4.698 -999.000  0.244  0.049     1.329  0.260      8.904   1.389       OTHER  -999       f,g
 2011892703004353792  359.57487  61.22105      32        30        29     4.875140  10.659  11.411   9.832    0.373    0.149    4.460    2.861  0.287  0.032     1.281  0.000      0.000   1.053      DCEP_F  -999      -999
 5535431989431970048  114.81679 -42.58920      24        23        23     4.877770  15.283  15.987  14.438    0.120 -999.000    4.773 -999.000  0.393  0.028     1.305  0.000      0.000   1.001       OTHER  -999      -999
 4589823608398246016  273.57303  29.25918      35        33        34     4.901800  15.446  16.034  14.694    0.176 -999.000    4.181 -999.000  0.534  0.027     1.288  0.000      0.000   1.041       OTHER  -999      -999
 3214504535376528896   77.54525  -2.90141      26        24        24     4.905450  12.346  12.916  11.618    0.291 -999.000    3.827 -999.000  1.920  0.050     1.301  0.134      7.513   1.619         ---  -999    NC:e,f
 3344297935963515008   91.43635  13.23999      15        13        13     4.909580  11.890  12.638  11.031    0.351 -999.000    4.646 -999.000  0.160  0.043     1.364  0.000      0.000   1.014      DCEP_F  -999      -999
 2078709577944648192  297.06443  43.12692      30        26        29     4.925490   8.903   9.418   8.255    0.255    0.056    4.316    2.446  0.413  0.023     1.242  0.000      0.000   0.988      DCEP_F  -999      -999
 5859962638958489344  188.83208 -66.59708      34        31        32     4.927690  16.451  17.345  15.478    0.164 -999.000    3.709 -999.000  0.249  0.053     1.361  0.000      0.000   1.031       OTHER  -999      -999
 5258574068220187648  153.88689 -58.17444      23        21        19     4.932550  10.238  10.938   9.458    0.426    0.119    4.355    2.672  0.365  0.032     1.262  0.000      0.000   1.051      DCEP_F  -999      -999
   45270673287508864   61.90459  15.73024      16        14        14     4.940520  12.429  13.236  11.519 -999.000 -999.000 -999.000 -999.000  2.241  0.054     1.312  0.000      0.000   1.115       OTHER  -999      -999
 2060460704279873536  304.19788  36.54994      29        27        26     4.945240  11.570  12.652  10.540    0.301    0.099    4.503    2.785  0.267  0.029     1.420  0.000      0.000   0.967      DCEP_F  -999      -999
 2055122987639665664  301.33609  32.65909      34        33        32     4.950450  12.267  13.376  11.210    0.336    0.150    4.409    2.562  0.339  0.033     1.428  0.097      4.341   1.319      DCEP_F  -999       f,g
 6870785391032582912  298.35902 -17.17569      32        30        31     4.965170  17.398  18.135  16.538    0.201 -999.000    4.428 -999.000  0.316  0.125     1.308  0.000      0.000   1.018       OTHER  -999      -999
  270272675510149504   64.94524  48.95326      52        50        49     4.972490   9.119   9.987   8.228    0.405    0.211    4.588    2.783  0.521  0.038     1.345  0.000      0.000   1.053      DCEP_F  -999      -999
 5333640230992516480  173.32410 -63.24240      32        28        29     4.974580  11.778  12.796  10.775    0.366    0.112    4.572    2.949  0.223  0.029     1.366  0.000      0.000   1.070      DCEP_F  -999      -999
 1830476479888599552  303.65460  23.23784      39        31        36     4.974890  16.642  17.431  15.726    0.124    0.107    3.628    1.817  0.264  0.066     1.356  0.134      0.853   1.040       OTHER  -999      -999
 3351921532976862336  100.15651  11.72748      18        15        12     4.978530  11.771  12.686  10.823    0.346 -999.000    4.870 -999.000  0.258  0.041     1.371  0.000      0.000   0.971      DCEP_F  -999      -999
 2003938801532007808  342.15829  56.32153      30        23        23     4.983300   8.609   9.150   7.942    0.397    0.194    4.384    2.439  0.437  0.035     1.305  0.000      0.000   0.935      DCEP_F  -999      -999
 5237052777384409472  170.65292 -65.38471      30        29        30     4.987480  15.848  16.737  14.897    0.188 -999.000    3.364 -999.000  0.484  0.040     1.352  0.044      0.169   1.035       OTHER  -999      -999
 6057402526059795072  181.66763 -62.59685      34        35        35     4.988510  12.065  13.021  11.097    0.293 -999.000    4.743 -999.000  0.153  0.031     1.372  0.000      0.000   1.008      DCEP_F  -999      -999
 2011315528113463808  354.70162  59.39182      34        29        31     4.997540  10.498  11.418   9.577    0.326    0.115    4.642    3.066  0.355  0.026     1.324  0.000      0.000   1.095      DCEP_F  -999      -999
 5907589496888022016  226.39555 -43.68998      28        27        26     5.000010  15.335  16.080  14.484    0.184 -999.000    4.942 -999.000  0.569  0.035     1.314  0.000      0.000   1.010       OTHER  -999      -999
 1420002778894668288  257.29320  54.49586      25        21        24     5.017140  15.405  16.043  14.619    0.169    0.111    6.899    4.722  0.577  0.029     1.284  0.000      0.000   1.091       OTHER  -999      -999
  675401375577988096  118.12451  23.47767      28        27        27     5.017270  14.656  15.236  13.913    0.280 -999.000    1.328 -999.000  0.683  0.050     1.262  0.000      0.000   1.003       OTHER  -999      -999
 5699042480743325312  120.09545 -23.70317      34        30        32     5.027300  10.083  10.533   9.487    0.392    0.186    4.475    2.816  0.159  0.031     1.218  0.000      0.000   0.977      DCEP_F  -999      -999
 3103637208835609728   99.23477  -5.35099      16        16        16     5.028470  11.388  12.126  10.566    0.183 -999.000    3.880 -999.000  2.398  0.036     1.323  0.000      0.000   0.884       OTHER  -999      -999
  515599111517099136   33.60315  65.59945      41        35        36     5.029420  11.901  12.754  11.012    0.518 -999.000    4.351 -999.000  0.122  0.027     1.348  0.000      0.000   0.996      DCEP_F  -999      -999
 6117651360865355136  213.48472 -38.09635      19        18        18     5.029710   8.393   9.000   7.675    0.261 -999.000    4.124 -999.000  0.448  0.062     1.253  0.000      0.000   0.965         ---  -999      NC:b
 4906544319390913408    6.91551 -58.61024      33        28        28     5.041490  14.070  14.699  13.325    0.388 -999.000    4.837 -999.000  0.688  0.019     1.277  0.000      0.000   1.021       OTHER  -999      -999
 5976387485659225472  255.86444 -37.74614      30        27        29     5.044420  15.555  16.361  14.644    0.123 -999.000    4.301 -999.000  0.646  0.045     1.334  0.000      0.000   1.046       OTHER  -999      -999
 2164359918864249728  316.94415  46.73698      30        31        31     5.057580  11.903  12.740  11.007    0.359    0.147    4.406    2.432  0.141  0.031     1.343  0.000      0.000   1.080      DCEP_F  -999      -999
 1821039990087976960  297.18000  17.39082      28        25        28     5.063860  16.472  17.257  15.471    0.315    0.186    4.244    6.099  0.573  0.125     1.407  0.000      0.000   1.014       OTHER  -999      -999
